split,song,source_song,source_kind,source_file,bar_number,image_path,label_path,source_label_path
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,78,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar078.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar078.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar078.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,79,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar079.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar079.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar079.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,80,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar080.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar080.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar080.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,81,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar081.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar081.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar081.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,82,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar082.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar082.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar082.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,83,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar083.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar083.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar083.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,84,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar084.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar084.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar084.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,85,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar085.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar085.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar085.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,86,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar086.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar086.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar086.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,87,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar087.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar087.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar087.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,88,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar088.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar088.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar088.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,89,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar089.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar089.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar089.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,90,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar090.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar090.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar090.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,91,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar091.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar091.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar091.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,92,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar092.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar092.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar092.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,93,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar093.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar093.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar093.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,94,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar094.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar094.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar094.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,95,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar095.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar095.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar095.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,96,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar096.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar096.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar096.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,97,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar097.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar097.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar097.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,98,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar098.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar098.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar098.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,99,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar099.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar099.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar099.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,100,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar100.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar100.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar100.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,101,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar101.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar101.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar101.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,102,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar102.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar102.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar102.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,103,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar103.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar103.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar103.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,104,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar104.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar104.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar104.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,105,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar105.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar105.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar105.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,106,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar106.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar106.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar106.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,107,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar107.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar107.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar107.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,108,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar108.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar108.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar108.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,109,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar109.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar109.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar109.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,110,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar110.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar110.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar110.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,111,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar111.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar111.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar111.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,112,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar112.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar112.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar112.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,113,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar113.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar113.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar113.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,114,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar114.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar114.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar114.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,115,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar115.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar115.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar115.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,116,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar116.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar116.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar116.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,117,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar117.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar117.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar117.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,118,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar118.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar118.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar118.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,119,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar119.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar119.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar119.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,120,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar120.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar120.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar120.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,121,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar121.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar121.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar121.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,122,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar122.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar122.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar122.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,123,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar123.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar123.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar123.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,124,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar124.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar124.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar124.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,125,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar125.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar125.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar125.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,126,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar126.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar126.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar126.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,127,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar127.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar127.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar127.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,128,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar128.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar128.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar128.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,129,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar129.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar129.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar129.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,130,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar130.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar130.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar130.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,131,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar131.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar131.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar131.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,132,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar132.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar132.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar132.json
train,Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm,The Police Walking On The Moon Mar 30 2026,gp7,ml/data/songsterr/guitar_pro/The Police Walking On The Moon Mar 30 2026.gp,133,ml/data/dataset/images/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar133.png,ml/data/dataset/labels/Walking On The Moon Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar133.json,ml/data/labels/The Police Walking On The Moon Mar 30 2026_bar133.json
